,created_at,text,lang,timestamp_ms,preprocessed,lemma stop
4996,Wed May 25 02:22:20 +0000 2022,@Mrextreme108 @mishacollins @NRA A bad guy without a gun is just a bad guy though. I'm more concerned about where did he get the gun from in the first place. Maybe it's time to analyze the root instead of just dealing with the symptoms.,en,1653445340658, a bad guy without a gun is just a bad guy though i m more concerned about where did he get the gun from in the first place maybe it s time to analyze the root instead of just dealing with the symptoms ,bad guy without gun bad guy though concern get gun first place maybe time analyze root instead deal symptoms
4997,Wed May 25 02:29:22 +0000 2022,"@MDwizzerionsDad @mishacollins I mean no-one can stop you, unless he blocks you, so I'm just saying. I don't get what you're trying to do here or what you think it's going to achieve.",en,1653445762666, i mean no one can stop you unless he blocks you so i m just saying i don t get what you re trying to do here or what you think it s going to achieve ,mean one stop unless block say get try think go achieve
4998,Wed May 25 02:29:57 +0000 2022,"@MissBlackRaven @Mrextreme108 @mishacollins @NRA How bout the REAL root cause, mental health?!!!",en,1653445797657, how bout the real root cause mental health ,bout real root cause mental health
5002,Wed May 25 04:21:56 +0000 2022,"@mishacollins @NRA As an Englishman I just don't get it. Why is someone's right to carry a ridiculous weapon, more important than your children's safety? My heart is crying for those parents",en,1653452516660, as an englishman i just don t get it why is someone s right to carry a ridiculous weapon more important than your children s safety my heart is crying for those parents,englishman get someone right carry ridiculous weapon important children safety heart cry parent
5011,Wed May 25 13:06:40 +0000 2022,@B2thaRed @mishacollins @NRA Tell me you don’t understand how the US Government works without telling me you don’t know how the US Government works.,en,1653484000657, tell me you don t understand how the us government works without telling me you don t know how the us government works ,tell understand us government work without tell know us government work
5012,Wed May 25 14:23:14 +0000 2022,"Abandon All Hope
#Castiel #MishaCollins https://t.co/yycGmQQnJ6",en,1653488594662,abandon all hope ,abandon hope
5018,Wed May 25 22:52:33 +0000 2022,"@LogerquistJ @NicolsV29172986 @mishacollins @NRA That's the way I feel.  If somebody is willing to create a murder, I don't think they are concerned with what weapons are obtained lawfully.",en,1653519153658, that s the way i feel if somebody is willing to create a murder i don t think they are concerned with what weapons are obtained lawfully ,way feel somebody will create murder think concern weapons obtain lawfully
5021,Thu May 26 01:29:59 +0000 2022,remember when Misha Collins fake came out as bisexual,en,1653528599662,remember when misha collins fake came out as bisexual,remember misha collins fake come bisexual
5022,Thu May 26 02:26:13 +0000 2022,"@DoversArse @Angeleyz4ever @wayward_kate @mishacollins @BetoORourke @wayward_kate does not control my actions in any form. I would like to stress that I never said anything negative to you beyond the tag nor would I ever attack another individual. If your goal truly is change, then I hope somewhere amongst this we can find a aolution.",en,1653531973663, does not control my actions in any form i would like to stress that i never said anything negative to you beyond the tag nor would i ever attack another individual if your goal truly is change then i hope somewhere amongst this we can find a aolution ,control action form would like stress never say anything negative beyond tag would ever attack another individual goal truly change hope somewhere amongst find aolution
5023,Thu May 26 02:30:43 +0000 2022,@mishacollins @snowsnose @BetoORourke Thank you Misha ❤️,en,1653532243663, thank you misha ,thank misha
5034,Thu May 26 15:08:23 +0000 2022,"@mishacollins I can't wait for this fucking covid to be over!!
Get well soon Misha 💙",en,1653577703662, i can t wait for this fucking covid to be over get well soon misha ,wait fuck covid get well soon misha
5036,Thu May 26 15:11:18 +0000 2022,@mishacollins hope you've already seen the worst of it 💚 get some rest!,en,1653577878658, hope you ve already seen the worst of it get some rest ,hope already see worst get rest
5037,Thu May 26 15:12:05 +0000 2022,@mishacollins Oh No! Get well soon 💙,en,1653577925664, oh no get well soon ,oh get well soon
5038,Thu May 26 15:15:33 +0000 2022,"@mishacollins It's really sad. I was so looking forward to it, but then I'll just wait another year! Don't worry about it. Get well soon! Virtual hug and Lots of love. ❤️",en,1653578133665, it s really sad i was so looking forward to it but then i ll just wait another year don t worry about it get well soon virtual hug and lots of love ,really sad look forward wait another year worry get well soon virtual hug lot love
5039,Thu May 26 15:21:35 +0000 2022,@mishacollins hope you feel better soon!!💜,en,1653578495661, hope you feel better soon ,hope feel better soon
5040,Thu May 26 15:34:09 +0000 2022,@mishacollins get well soon 💙,en,1653579249664, get well soon ,get well soon
5041,Thu May 26 16:03:55 +0000 2022,@mishacollins Get better soon. Here’s my top tip for a speedy recovery. Have someone bring you tea with camomile and sage. The oils in it help. Also have them bring you fresh ginger. Peel the ginger and cut it into little pieces. Put them into the tea. Let it sit for 10 minutes.,en,1653581035666, get better soon here s my top tip for a speedy recovery have someone bring you tea with camomile and sage the oils in it help also have them bring you fresh ginger peel the ginger and cut it into little pieces put them into the tea let it sit for 10 minutes ,get better soon top tip speedy recovery someone bring tea camomile sage oil help also bring fresh ginger peel ginger cut little piece put tea let sit 10 minutes
5042,Thu May 26 16:15:33 +0000 2022,Misha Collins and Mark Sheppard #dlc4 #darklightcon4 #Supernatural @Mark_Sheppard https://t.co/toFMNgIw0E,en,1653581733662,misha collins and mark sheppard ,misha collins mark sheppard
5044,Thu May 26 16:23:59 +0000 2022,@Cillian67742306 @AbschiedSEA85 @mishacollins @BetoORourke His previous actions do.  But grandstanding in an auditorium full of grieving parents.  The whole place booed him.  So any supporters he had in the room are gone.,en,1653582239662, his previous actions do but grandstanding in an auditorium full of grieving parents the whole place booed him so any supporters he had in the room are gone ,previous action grandstand auditorium full grieve parent whole place boo supporters room go
5045,Thu May 26 17:28:39 +0000 2022,"@mishacollins Feel better Misha!
Get plenty of fluids, preferably electrolytes like pedialyte or gatorade.",en,1653586119662, feel better misha get plenty of fluids preferably electrolytes like pedialyte or gatorade ,feel better misha get plenty fluids preferably electrolytes like pedialyte gatorade
5046,Thu May 26 17:29:04 +0000 2022,@LeaSteady @mishacollins Lucky you!!!,en,1653586144657, lucky you ,lucky
5048,Thu May 26 17:42:53 +0000 2022,@mishacollins Get well Misha!! (Peferably soon),en,1653586973663, get well misha peferably soon ,get well misha peferably soon
5050,Thu May 26 17:51:21 +0000 2022,@thursdaysangell @mishacollins Water and a churro(?),en,1653587481657, water and a churro ,water churro
5052,Thu May 26 18:06:00 +0000 2022,@mishacollins @Suvi_90 Get well soon ❤️,en,1653588360665, get well soon ,get well soon
5053,Thu May 26 18:09:10 +0000 2022,@mishacollins Get well soon Misha,en,1653588550664, get well soon misha,get well soon misha
5054,Thu May 26 18:33:57 +0000 2022,@mishacollins Get well soon,en,1653590037666, get well soon,get well soon
5061,Thu May 26 21:20:30 +0000 2022,@mishacollins Amen. Followed. Just for that.,en,1653600030665, amen followed just for that ,amen follow
5064,Thu May 26 21:31:24 +0000 2022,"@mishacollins Agreed. Canadian here, so I know it's a different mentality, but NO ONE needs these weapons outside military applications. The money-grubbing politicians bootlicking the NRA are sickening. They do not value life in the slightest, they only care about their own power.",en,1653600684664, agreed canadian here so i know it s a different mentality but no one needs these weapons outside military applications the money grubbing politicians bootlicking the nra are sickening they do not value life in the slightest they only care about their own power ,agree canadian know different mentality one need weapons outside military applications money grub politicians bootlick nra sicken value life slightest care power
5069,Thu May 26 22:15:11 +0000 2022,"@meg_lo_maniacal @mishacollins Tbh with the second amendment we need Javelins, fuck ARs",en,1653603311657, tbh with the second amendment we need javelins fuck ars,tbh second amendment need javelins fuck ars
5073,Thu May 26 22:55:44 +0000 2022,@FLTrades @LarnaDaWn @mishacollins One joke 🙏,en,1653605744657, one joke ,one joke
5074,Thu May 26 23:16:35 +0000 2022,@EuroConNet @Ent_Event @MarkRPellegrino @mishacollins a piss poor replacement,en,1653606995660, a piss poor replacement,piss poor replacement
5075,Thu May 26 23:25:06 +0000 2022,@mishacollins I'm sorry Misha but @SenatorSinema isn't listening to any of us regular citizens. In fact she's actively AVOIDING all her constituents. It would be completely pointless to call her.,en,1653607506661, i m sorry misha but isn t listening to any of us regular citizens in fact she s actively avoiding all her constituents it would be completely pointless to call her ,sorry misha listen us regular citizens fact actively avoid constituents would completely pointless call
5077,Thu May 26 23:31:25 +0000 2022,"@mishacollins Congrats, you have a cold.",en,1653607885661, congrats you have a cold ,congrats cold
5078,Thu May 26 23:34:45 +0000 2022,"@polpog_ @BitchistheNewB1 @mishacollins No there's a difference between the two. .22 has a difference in velocity, speed and range. It's something you use for things like squirrels, groundhogs, etc. 

.223 is geared for medium game like deer, coyotes, etc.",en,1653608085663, no there s a difference between the two 22 has a difference in velocity speed and range it s something you use for things like squirrels groundhogs etc 223 is geared for medium game like deer coyotes etc ,difference two 22 difference velocity speed range something use things like squirrels groundhogs etc 223 gear medium game like deer coyotes etc
5079,Thu May 26 23:34:47 +0000 2022,"@Nelsonsmyname @mishacollins Same here even though I live in Oregon. Listen to this coach, hes spot on.",en,1653608087660, same here even though i live in oregon listen to this coach hes spot on ,even though live oregon listen coach hes spot
5080,Thu May 26 23:38:51 +0000 2022,Good night moonlight @mishacollins https://t.co/NtVFrgmKWz,en,1653608331658,good night moonlight ,good night moonlight
5083,Thu May 26 23:56:28 +0000 2022,"@TableauTat @PatR1905 @mishacollins There has also been times when a person went to do mass killings and was stopped by armed citizens, but you will only hear the bad from Americas news media.",en,1653609388665, there has also been times when a person went to do mass killings and was stopped by armed citizens but you will only hear the bad from americas news media ,also time person go mass kill stop arm citizens hear bad americas news media
